month,data_level,level_name,Count,Amount,source_page,source_table,source_file,sheet_name
June,item,Mai Special Fried Chicken(8),127,1283.91,1,1,June_Data_Matrix.xlsx,data 3
June,item,Chicken Tossed Rice Noodles,78,1176.77,1,1,June_Data_Matrix.xlsx,data 3
June,item,Sichuan Chili Wontons,103,1187.4,1,1,June_Data_Matrix.xlsx,data 3
June,item,Chicken Tossed Ramen,81,1138.02,1,1,June_Data_Matrix.xlsx,data 3
June,item,House Ramen,65,1077.79,1,1,June_Data_Matrix.xlsx,data 3
June,item,Pork Ramen,77,1034.83,1,1,June_Data_Matrix.xlsx,data 3
June,item,Golden Coconut Crunch Chicken(8),71,715.74,1,1,June_Data_Matrix.xlsx,data 3
June,item,Mai's Golden Flake Fried Chicken(8),66,660.27,2,1,June_Data_Matrix.xlsx,data 3
June,item,Chicken Fried Rice,47,588.99,2,1,June_Data_Matrix.xlsx,data 3
June,item,Fried Pork Dumplings(10),63,576.99,2,1,June_Data_Matrix.xlsx,data 3
June,item,House Fried Rice,37,560.07,2,1,June_Data_Matrix.xlsx,data 3
June,item,Mai OG Fried Chicken Wings(4),112,566.58,2,1,June_Data_Matrix.xlsx,data 3
June,item,Cream Cheese Rangoon(6),95,555.17,2,1,June_Data_Matrix.xlsx,data 3
June,item,Pork Tossed Rice Noodle,43,575.37,2,1,June_Data_Matrix.xlsx,data 3
June,item,Crispy Pork Egg Roll(3),121,482.76,2,1,June_Data_Matrix.xlsx,data 3
June,item,Crispy Spring Roll(3),119,475.5,2,1,June_Data_Matrix.xlsx,data 3
June,item,Steam Pork Dumplings(10),54,475.34,2,1,June_Data_Matrix.xlsx,data 3
June,item,Brown Sugar Milk Tea w. Boba (24oz),103,441.87,2,1,June_Data_Matrix.xlsx,data 3
June,item,Pork Rice Noodle Soup,29,389.42,2,1,June_Data_Matrix.xlsx,data 3
June,item,Tempura Shrimp(3),83,407.11,2,1,June_Data_Matrix.xlsx,data 3
June,item,Vegetable Ramen,25,362.99,2,1,June_Data_Matrix.xlsx,data 3
June,item,"Mai's Wing Wheel (Mai OG, Onion, Honey, Coco, Special)",24,302.59,2,1,June_Data_Matrix.xlsx,data 3
June,item,Onion Glory Fried Chicken(8),31,307.44,2,1,June_Data_Matrix.xlsx,data 3
June,item,House Rice Noodle Soup,20,339.85,2,1,June_Data_Matrix.xlsx,data 3
June,item,Dr. Pepper,90,268.22,2,1,June_Data_Matrix.xlsx,data 3
June,item,Spicy Cucumber Salad,47,252.68,2,1,June_Data_Matrix.xlsx,data 3
June,item,Golden kiwi,62,226.72,2,1,June_Data_Matrix.xlsx,data 3
June,item,Shrimp Fried Rice,18,249.85,2,1,June_Data_Matrix.xlsx,data 3
June,item,Citrus Honey Fried Chicken  (8),24,241.8,2,1,June_Data_Matrix.xlsx,data 3
June,item,Unsweet Ice Tea,79,232.93,3,1,June_Data_Matrix.xlsx,data 3
June,item,Beef Fried Rice,18,243.61,3,1,June_Data_Matrix.xlsx,data 3
June,item,Strawberry Sunrise Tea,62,235.51,3,1,June_Data_Matrix.xlsx,data 3
June,item,Pepsi,75,216.23,3,1,June_Data_Matrix.xlsx,data 3
June,item,BF chicken cutlet,33,222.28,3,1,June_Data_Matrix.xlsx,data 3
June,item,Sweet Ice Tea,76,220.93,3,1,June_Data_Matrix.xlsx,data 3
June,item,Mai Buffalo Chicken Wings(8),21,207.85,3,1,June_Data_Matrix.xlsx,data 3
June,item,Vegetable Rice Noodle Soup,15,198.84,3,1,June_Data_Matrix.xlsx,data 3
June,item,Specialty Drink,72,212.94,3,1,June_Data_Matrix.xlsx,data 3
June,item,Vegetable Fried Rice,14,171.38,3,1,June_Data_Matrix.xlsx,data 3
June,item,Pork Fried Rice,12,153.56,3,1,June_Data_Matrix.xlsx,data 3
June,item,Pork Bun (3),28,159.05,3,1,June_Data_Matrix.xlsx,data 3
June,item,Diet Pepsi,55,161.9,3,1,June_Data_Matrix.xlsx,data 3
June,item,Brown Sugar Rice Cake (5),22,119.12,3,1,June_Data_Matrix.xlsx,data 3
June,item,Jumbo Chicken Tender (3),21,118.76,3,1,June_Data_Matrix.xlsx,data 3
June,item,Vegetable Tossed Rice Noodle,8,113.36,3,1,June_Data_Matrix.xlsx,data 3
June,item,Crispy French Fries,36,140.51,3,1,June_Data_Matrix.xlsx,data 3
June,item,Mai's Wing Wheel,8,99.79,3,1,June_Data_Matrix.xlsx,data 3
June,item,Tangy Honey Mustard Fried Chicken (8),12,111.7,3,1,June_Data_Matrix.xlsx,data 3
June,item,Sweet Sesame Ball (6) w. red bean,20,94.8,3,1,June_Data_Matrix.xlsx,data 3
June,item,Milk Tea(20oz),19,95.35,3,1,June_Data_Matrix.xlsx,data 3
June,item,Thai Milk Tea w. Boba (24oz)-1,19,88.18,3,1,June_Data_Matrix.xlsx,data 3
June,item,Starry - Sprite,28,81.51,4,1,June_Data_Matrix.xlsx,data 3
June,item,Chili Pepper Fried Chicken（8）,7,69.0,4,1,June_Data_Matrix.xlsx,data 3
June,item,Wasabi Spiced Fried Chicken (8),7,68.93,4,1,June_Data_Matrix.xlsx,data 3
June,item,Vegetable Tossed Ramen,7,99.05,4,1,June_Data_Matrix.xlsx,data 3
June,item,Braised Chicken Thigh,21,66.77,4,1,June_Data_Matrix.xlsx,data 3
June,item,Thai Milk Tea w. Boba (24oz),15,65.55,4,1,June_Data_Matrix.xlsx,data 3
June,item,Lemonade,23,64.11,4,1,June_Data_Matrix.xlsx,data 3
June,item,Mai BF Chicken Cutlet Combo,5,70.0,4,1,June_Data_Matrix.xlsx,data 3
June,item,Chili Pepper Fried Chicken (8),4,45.96,4,1,June_Data_Matrix.xlsx,data 3
June,item,Cream Cheese Wonton（6）,7,38.93,4,1,June_Data_Matrix.xlsx,data 3
June,item,Brown Sugar Milk Tea NO BOBA (24oz),9,35.56,4,1,June_Data_Matrix.xlsx,data 3
June,item,Rice Noodle,25,37.73,4,1,June_Data_Matrix.xlsx,data 3
June,item,Wasabi Spiced Fried Chicken(8),3,33.97,4,1,June_Data_Matrix.xlsx,data 3
June,item,Bottled Soda,17,32.61,4,1,June_Data_Matrix.xlsx,data 3
June,item,White Rice - DINE IN,35,34.5,4,1,June_Data_Matrix.xlsx,data 3
June,item,Mango Milk Tea (24oz),7,32.87,4,1,June_Data_Matrix.xlsx,data 3
June,item,White Rice,7,26.6,4,1,June_Data_Matrix.xlsx,data 3
June,item,Plain Fried Rice,8,29.99,4,1,June_Data_Matrix.xlsx,data 3
June,item,Hot Tea,12,29.36,4,1,June_Data_Matrix.xlsx,data 3
June,item,Orange Crush,7,22.13,4,1,June_Data_Matrix.xlsx,data 3
June,item,Mango Milk Tea,4,19.62,4,1,June_Data_Matrix.xlsx,data 3
June,item,House Tossed Rice Noodle,1,15.99,4,1,June_Data_Matrix.xlsx,data 3
June,item,House Tossed Ramen,2,31.98,5,1,June_Data_Matrix.xlsx,data 3
June,item,Thai Milk Tea NO BOBA (24oz),5,19.71,5,1,June_Data_Matrix.xlsx,data 3
June,item,Bottled Water,7,15.1,5,1,June_Data_Matrix.xlsx,data 3
June,item,Thai Milk Tea,4,20.4,5,1,June_Data_Matrix.xlsx,data 3
June,item,Crispy French Fries(LG),3,14.37,5,1,June_Data_Matrix.xlsx,data 3
June,item,Pepsi Zero,4,14.36,5,1,June_Data_Matrix.xlsx,data 3
June,item,Braised Chicken,4,11.88,5,1,June_Data_Matrix.xlsx,data 3
June,item,Pork Bun (1),5,10.01,5,1,June_Data_Matrix.xlsx,data 3
June,item,Tangy Honey Mustard Fried Chicken(8),3,33.97,5,1,June_Data_Matrix.xlsx,data 3
June,item,Ramen,6,8.55,5,1,June_Data_Matrix.xlsx,data 3
June,item,Braised Egg,4,8.36,5,1,June_Data_Matrix.xlsx,data 3
June,item,Chunked Beef,2,7.87,5,1,June_Data_Matrix.xlsx,data 3
June,item,Strawberry Milk Tea  (24oz),3,11.33,5,1,June_Data_Matrix.xlsx,data 3
June,item,Ramune - Original,2,5.98,5,1,June_Data_Matrix.xlsx,data 3
June,item,Braised Pork,2,5.87,5,1,June_Data_Matrix.xlsx,data 3
June,item,Mai‘s Special Sauce,6,5.8,5,1,June_Data_Matrix.xlsx,data 3
June,item,Shrimp (8),2,5.25,5,1,June_Data_Matrix.xlsx,data 3
June,item,Open Food,1,5.0,5,1,June_Data_Matrix.xlsx,data 3
June,item,Sweet Tea,1,3.59,5,1,June_Data_Matrix.xlsx,data 3
June,item,Ramune - Melon,1,3.59,5,1,June_Data_Matrix.xlsx,data 3
June,item,北冰洋 Orange Soda,1,3.59,5,1,June_Data_Matrix.xlsx,data 3
June,item,Ramune - Strawberry,1,2.99,5,1,June_Data_Matrix.xlsx,data 3
June,item,Mai‘s special Sauce,2,2.2,6,1,June_Data_Matrix.xlsx,data 3
June,item,Braised Egg （2）,1,1.94,6,1,June_Data_Matrix.xlsx,data 3
June,item,White Rice-To Go,1,1.75,6,1,June_Data_Matrix.xlsx,data 3
June,item,Add Boba,1,0.75,6,1,June_Data_Matrix.xlsx,data 3
June,item,Water,1156,0.0,6,1,June_Data_Matrix.xlsx,data 3
June,item,Thai Milk Tea (24oz),1,5.7,6,1,June_Data_Matrix.xlsx,data 3
June,item,Golden kiwi,9,32.49,6,1,June_Data_Matrix.xlsx,data 3
July,item,Beef Tossed Ramen,321,4564.29,1,1,July_Data_Matrix (1).xlsx,data 3
July,item,Beef Ramen,273,3986.72,1,1,July_Data_Matrix (1).xlsx,data 3
July,item,Lunch Special,213,2994.75,1,1,July_Data_Matrix (1).xlsx,data 3
July,item,Chicken Rice Noodle Soup,173,2486.42,1,1,July_Data_Matrix (1).xlsx,data 3
July,item,Chicken Ramen,127,1888.36,1,1,July_Data_Matrix (1).xlsx,data 3
July,item,Beef Tossed Rice Noodle,112,1798.91,1,1,July_Data_Matrix (1).xlsx,data 3
July,item,Pork Tossed Ramen,141,1907.81,1,1,July_Data_Matrix (1).xlsx,data 3
July,item,Chicken Tossed Ramen,110,1541.79,1,1,July_Data_Matrix (1).xlsx,data 3
July,item,House Ramen,84,1428.07,1,1,July_Data_Matrix (1).xlsx,data 3
July,item,Mai Special Fried Chicken(8),152,1531.62,1,1,July_Data_Matrix (1).xlsx,data 3
July,item,Pork Ramen,95,1321.41,1,1,July_Data_Matrix (1).xlsx,data 3
July,item,Chicken Tossed Rice Noodles,80,1168.76,1,1,July_Data_Matrix (1).xlsx,data 3
July,item,Beef Rice Noodle Soup,66,1036.74,1,1,July_Data_Matrix (1).xlsx,data 3
July,item,BF chicken cutlet combo,77,943.49,1,1,July_Data_Matrix (1).xlsx,data 3
July,item,Sichuan Chili Wontons,82,910.64,1,1,July_Data_Matrix (1).xlsx,data 3
July,item,Fried Pork Dumplings(10),85,763.31,1,1,July_Data_Matrix (1).xlsx,data 3
July,item,"Mai's Wing Wheel (Mai OG, Onion, Honey, Coco, Special)",55,696.19,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Cream Cheese Rangoon(6),110,660.64,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Pork Tossed Rice Noodle,48,633.9,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Mai's Golden Flake Fried Chicken(8),67,680.49,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Steam Pork Dumplings(10),71,633.5,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Mai OG Fried Chicken Wings(4),116,587.7,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Crispy Spring Roll(3),137,549.0,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Vegetable Ramen,39,528.97,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Chicken Fried Rice,44,571.13,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Golden Coconut Crunch Chicken(8),52,524.09,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Crispy Pork Egg Roll(3),119,477.61,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Pork Rice Noodle Soup,33,444.59,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Pork Bun (3),74,437.03,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,House Fried Rice,29,419.2,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Brown Sugar Milk Tea w. Boba (24oz),101,424.51,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Tempura Shrimp(3),76,376.69,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Dr. Pepper,111,327.63,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,House Rice Noodle Soup,21,339.32,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Citrus Honey Fried Chicken  (8),28,275.98,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Shrimp Fried Rice,19,257.36,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Vegetable Rice Noodle Soup,22,314.18,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Beef Fried Rice,18,247.79,2,1,July_Data_Matrix (1).xlsx,data 3
July,item,Mai BF Chicken Cutlet Combo,16,225.0,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Sweet Ice Tea,83,238.63,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Steam Pork Bun （3）,37,251.63,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Diet Pepsi,67,198.32,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Specialty Drink,78,224.43,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Unsweet Ice Tea,78,218.33,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Thai Milk Tea w. Boba (24oz),50,200.73,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Pepsi,73,208.47,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Onion Glory Fried Chicken(8),19,180.3,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Pork Fried Rice,13,165.57,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Spicy Cucumber Salad,29,152.92,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Vegetable Tossed Rice Noodle,11,161.14,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Milk Tea(24oz),28,152.95,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Golden kiwi (16oz),42,161.82,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Strawberry Sunrise（16oz),42,152.64,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Strawberry Sunrise Tea,33,122.66,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Mai Buffalo Chicken Wings(8),14,140.33,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Jumbo Chicken Tenders Combo (3),10,98.46,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Starry - Sprite,35,100.88,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Thai Milk Tea (24oz),17,91.2,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Vegetable Fried Rice,7,87.21,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,BF chicken cutlet,13,85.12,3,1,July_Data_Matrix (1).xlsx,data 3
July,item,Jumbo Chicken Tender (3),17,84.58,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Strawberry Sunrise（24oz),20,85.02,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Brown Sugar Rice Cake (5),14,75.69,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Crispy French Fries,22,85.08,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Lemonade,27,76.64,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Chili Pepper Fried Chicken（8）,7,69.43,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Tangy Honey Mustard Fried Chicken (8),8,77.46,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Vegetable Tossed Ramen,5,67.24,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Sweet Sesame Ball (6) w. red bean,15,71.72,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Golden kiwi (24oz),17,76.02,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Wasabi Spiced Fried Chicken(8),5,59.95,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Wasabi Spiced Fried Chicken (8),6,59.94,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Mango Milk Tea (24oz),13,59.73,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Brown Sugar Milk Tea NO BOBA (24oz),15,56.89,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Thai Milk Tea NO BOBA (24oz),17,67.67,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Strawberry Milk Tea  (24oz),15,67.07,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,House Tossed Ramen,4,65.88,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Orange Crush,15,45.72,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Hot Tea,18,52.81,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Golden kiwi,12,42.72,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Tangy Honey Mustard Fried Chicken(8),3,35.97,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Plain Fried Rice,10,38.87,4,1,July_Data_Matrix (1).xlsx,data 3
July,item,Pepsi zero,11,32.51,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,Chunked Beef,7,27.87,5,1,July_Data_Matrix (1).xlsx,data 3
July,item,Crispy French Fries(LG),6,26.34,5,1,July_Data_Matrix (1).xlsx,data 3
